Customer_ID,Customer_Name,Customer_Segment,Gender,Age,State,City,Signup_Date,Customer_Rating
C0300,Nikhil Kulkarni,Consumer,Male,54,Maharashtra,Pune,10/9/2025,4.9
C0301,Rahul Mehta,Consumer,Male,49,Delhi,Delhi,20/08/2025,3.8
C0302,Keerthi Kulkarni,Corporate,Female,24,Delhi,Delhi,23/07/2025,4.2
C0303,Riya Joshi,Corporate,Female,37,Karnataka,Bengaluru,9/10/2024,3.3
C0304,Rahul Saxena,Corporate,Male,55,Telangana,Hyderabad,9/5/2025,4.4
C0305,Pranav Kulkarni,Small Business,Male,33,Maharashtra,Pune,9/9/2025,4.4
C0306,Aisha Nair,Home Office,Female,61,Delhi,Delhi,24/11/2024,3.8
C0307,Varun Singh,Corporate,Male,59,Karnataka,Bengaluru,3/9/2024,4.9
C0308,Vivaan Reddy,Consumer,Male,35,Gujarat,Ahmedabad,27/04/2023,2.8
C0309,Pranav Agarwal,Small Business,Male,49,Delhi,Delhi,29/12/2023,2.5
C0310,Riya Jain,Consumer,Female,49,Andhra Pradesh,Vijayawada,25/04/2023,4.4
C0311,Rohan Kapoor,Consumer,Male,31,Maharashtra,Mumbai,24/12/2024,4.5
C0312,Neha Yadav,Consumer,Female,52,Maharashtra,Pune,28/10/2024,2.8
C0313,Sahana Iyer,Consumer,Female,22,Andhra Pradesh,Vijayawada,17/08/2025,3.2
C0314,Divya Agarwal,Home Office,Female,34,Tamil Nadu,Chennai,9/12/2022,2.5
C0315,Meera Nair,Small Business,Female,40,Gujarat,Ahmedabad,25/12/2025,0
C0316,Manish Desai,Corporate,Male,42,Andhra Pradesh,Vijayawada,18/12/2025,4.4
C0317,Aarav Yadav,Consumer,Male,31,Kerala,Kochi,28/11/2022,3.8
C0318,Kiran Gowda,Consumer,Male,47,Kerala,Kochi,14/03/2023,3.4
C0319,Shreya Nair,Consumer,Female,23,Karnataka,Bengaluru,23/06/2022,3.4
C0320,Akash Choudhary,Consumer,Male,37,Maharashtra,Mumbai,13/07/2023,2.5
C0321,Deepika Kapoor,Corporate,Female,64,Tamil Nadu,Chennai,11/6/2023,3.2
C0322,Arjun Bhat,Small Business,Male,48,Tamil Nadu,Chennai,21/10/2023,4.1
C0323,Pranav Malhotra,Corporate,Male,49,Delhi,Delhi,26/01/2022,4.9
C0324,Vikram Kapoor,Consumer,Male,41,Delhi,Delhi,30/03/2024,4.6
C0325,Sanjay Choudhary,Home Office,Male,36,Andhra Pradesh,Vijayawada,28/08/2023,2.6
C0326,Nandini Kulkarni,Small Business,Female,57,Tamil Nadu,Chennai,10/2/2023,4.7
C0327,Deepika Bhat,Corporate,Female,40,Andhra Pradesh,Vijayawada,20/08/2022,4.5
C0328,Tanvi Joshi,Corporate,Female,26,Gujarat,Ahmedabad,17/06/2023,4.5
C0329,Isha Chowdhury,Consumer,Female,39,Andhra Pradesh,Vijayawada,20/05/2023,3.6
C0330,Keerthi Mishra,Consumer,Female,25,Delhi,Delhi,28/06/2022,3.5
C0331,Bhavya Kapoor,Consumer,Female,23,Maharashtra,Pune,12/5/2022,3.3
C0332,Nikhil Shetty,Small Business,Male,21,Andhra Pradesh,Vijayawada,14/12/2022,2.7
C0333,Lakshmi Kapoor,Consumer,Female,58,Telangana,Hyderabad,24/06/2023,3.1
C0334,Ravi Gowda,Consumer,Male,35,Maharashtra,Pune,11/2/2024,3.1
C0335,Pranav Saxena,Consumer,Male,54,Tamil Nadu,Chennai,30/11/2025,3.7
C0336,Abhishek Gowda,Consumer,Male,55,Tamil Nadu,Chennai,17/03/2022,4.4
C0337,Deepika Agarwal,Small Business,Female,45,Andhra Pradesh,Vijayawada,2/8/2023,3.7
C0338,Pranav Verma,Small Business,Male,44,Maharashtra,Mumbai,3/5/2024,2.6
C0339,Isha Kumar,Consumer,Female,32,Delhi,Delhi,13/07/2022,4.9
C0340,Ananya Nair,Consumer,Female,38,Delhi,Delhi,31/03/2025,4.9
C0341,Abhishek Joshi,Corporate,Male,35,Kerala,Kochi,13/12/2022,4.5
C0342,Priya Yadav,Consumer,Female,64,Tamil Nadu,Chennai,8/8/2024,5
C0343,Anjali Kumar,Consumer,Female,36,Karnataka,Bengaluru,16/10/2025,3.9
C0344,Sanjay Singh,Consumer,Male,47,Kerala,Kochi,15/01/2025,4.9
C0345,Suresh Das,Consumer,Male,28,Delhi,Delhi,9/7/2025,2.7
C0346,Manish Pillai,Corporate,Male,45,Maharashtra,Mumbai,2/8/2022,3.4
C0347,Harish Kumar,Corporate,Male,37,Gujarat,Ahmedabad,27/07/2023,0
C0348,Neha Mishra,Consumer,Female,49,Delhi,Delhi,19/02/2024,3
C0349,Sneha Bhat,Consumer,Female,28,Maharashtra,Pune,19/09/2022,2.9
C0350,Nandini Mishra,Corporate,Female,35,Kerala,Kochi,31/12/2023,4.1
C0351,Arjun Iyer,Corporate,Male,47,Tamil Nadu,Chennai,10/10/2022,4.5
C0352,Neha Das,Small Business,Female,27,Delhi,Delhi,4/11/2025,3.9
C0353,Pallavi Pillai,Corporate,Female,23,Andhra Pradesh,Vijayawada,28/12/2022,2.9
C0354,Vivaan Jain,Consumer,Male,49,Maharashtra,Mumbai,17/03/2023,4.5
C0355,Sahana Das,Consumer,Female,64,Tamil Nadu,Chennai,3/4/2022,4.1
C0356,Lakshmi Sharma,Corporate,Female,44,Gujarat,Ahmedabad,23/01/2024,3.5
C0357,Pooja Mehta,Consumer,Female,23,Gujarat,Ahmedabad,16/05/2024,4.2
C0358,Divya Jain,Corporate,Female,40,Karnataka,Bengaluru,18/12/2025,3.1
C0359,Neha Bhat,Home Office,Female,35,Maharashtra,Pune,22/05/2022,3.4
C0360,Anjali Choudhary,Corporate,Female,45,Kerala,Kochi,7/8/2025,4.8
C0361,Tanvi Yadav,Consumer,Female,50,Karnataka,Bengaluru,26/12/2025,3.2
C0362,Suresh Agarwal,Corporate,Male,34,Karnataka,Bengaluru,19/01/2024,3.7
C0363,Suresh Verma,Consumer,Male,27,Telangana,Hyderabad,15/10/2023,4.7
C0364,Shreya Agarwal,Corporate,Female,37,Delhi,Delhi,2/12/2023,4.3
C0365,Vivaan Das,Home Office,Male,64,Maharashtra,Pune,24/09/2024,2.7
C0366,Sneha Kulkarni,Consumer,Female,40,Karnataka,Bengaluru,18/02/2022,2.9
C0367,Meera Shetty,Home Office,Female,56,Telangana,Hyderabad,18/08/2025,2.5
C0368,Nikhil Saxena,Home Office,Male,29,Kerala,Kochi,30/05/2024,4.1
C0369,Nandini Malhotra,Consumer,Female,58,Tamil Nadu,Chennai,28/04/2025,3.6
C0370,Sanjay Chowdhury,Consumer,Male,42,Andhra Pradesh,Vijayawada,5/3/2025,2.8
C0371,Anjali Sharma,Consumer,Female,22,Andhra Pradesh,Vijayawada,9/7/2023,4.9
C0372,Meera Naidu,Consumer,Female,44,Maharashtra,Pune,8/2/2023,3.8
C0373,Sahana Kulkarni,Consumer,Female,28,Karnataka,Bengaluru,10/6/2024,3.1
C0374,Vivaan Kumar,Corporate,Male,31,Andhra Pradesh,Vijayawada,14/05/2024,3.8
C0375,Shreya Singh,Consumer,Female,33,Delhi,Delhi,25/08/2023,4.2
C0376,Nandini Rao,Consumer,Female,37,Andhra Pradesh,Vijayawada,7/12/2022,2.7
C0377,Arjun Verma,Small Business,Male,28,Andhra Pradesh,Vijayawada,5/12/2023,3.2
C0378,Divya Joshi,Consumer,Female,41,Andhra Pradesh,Vijayawada,14/11/2022,4.5
C0379,Harish Kapoor,Small Business,Male,38,Gujarat,Ahmedabad,10/9/2023,3.6
C0380,Priya Joshi,Consumer,Female,50,Telangana,Hyderabad,18/10/2025,3.9
C0381,Divya Verma,Consumer,Female,38,Karnataka,Bengaluru,17/01/2023,3.6
C0382,Neha Verma,Corporate,Female,51,Delhi,Delhi,21/08/2022,2.6
C0383,Rahul Agarwal,Corporate,Male,58,Karnataka,Bengaluru,29/09/2025,2.9
C0384,Vivaan Shetty,Small Business,Male,52,Gujarat,Ahmedabad,27/03/2024,3.6
C0385,Anjali Reddy,Small Business,Female,31,Maharashtra,Pune,7/7/2023,0
C0386,Pooja Nair,Small Business,Female,65,Maharashtra,Mumbai,5/5/2024,2.6
C0387,Rohan Gowda,Consumer,Male,45,Maharashtra,Mumbai,29/03/2024,4.6
C0388,Aditya Gowda,Consumer,Male,53,Kerala,Kochi,2/7/2022,5
C0389,Vivaan Nair,Small Business,Male,58,Andhra Pradesh,Vijayawada,30/11/2024,4.5
C0390,Varun Saxena,Small Business,Male,61,Kerala,Kochi,1/2/2023,4.6
C0391,Vivaan Chowdhury,Home Office,Male,28,Telangana,Hyderabad,18/02/2024,3.1
C0392,Manish Nair,Consumer,Male,31,Maharashtra,Mumbai,25/06/2024,4.9
C0393,Sanjay Agarwal,Consumer,Male,42,Gujarat,Ahmedabad,18/09/2025,3
C0394,Vikram Naidu,Small Business,Male,44,Delhi,Delhi,7/5/2022,4.9
C0395,Harish Kapoor,Consumer,Male,61,Karnataka,Bengaluru,1/1/2022,5
C0396,Ravi Gowda,Home Office,Male,37,Andhra Pradesh,Vijayawada,6/4/2025,4.3
C0397,Kavya Rao,Small Business,Female,32,Tamil Nadu,Chennai,19/01/2022,5
C0398,Tanvi Chowdhury,Consumer,Female,52,Delhi,Delhi,17/09/2025,3.9
C0399,Vikram Gowda,Small Business,Male,35,Andhra Pradesh,Vijayawada,7/8/2023,3.1
C0400,Nikhil Mehta,Small Business,Male,36,Kerala,Kochi,1/4/2023,3.6
C0401,Kiran Naidu,Consumer,Male,42,Kerala,Kochi,14/08/2024,4
C0402,Vivaan Malhotra,Home Office,Male,48,Delhi,Delhi,6/2/2025,2.7
C0403,Aisha Naidu,Corporate,Female,40,Kerala,Kochi,15/07/2025,4.1
C0404,Divya Das,Small Business,Female,53,Maharashtra,Mumbai,21/03/2023,5
C0405,Varun Kumar,Consumer,Male,30,Telangana,Hyderabad,17/06/2025,3
C0406,Pallavi Pillai,Home Office,Female,60,Karnataka,Bengaluru,17/08/2025,4.5
C0407,Pranav Patel,Consumer,Male,52,Telangana,Hyderabad,25/08/2023,4.8
C0408,Aisha Jain,Consumer,Female,53,Andhra Pradesh,Vijayawada,13/04/2022,4.9
C0409,Tanvi Choudhary,Home Office,Female,22,Karnataka,Bengaluru,14/09/2024,4.9
C0410,Vikram Choudhary,Consumer,Male,53,Gujarat,Ahmedabad,27/06/2025,3.8
C0411,Sahana Choudhary,Consumer,Female,53,Karnataka,Bengaluru,4/6/2023,4.9
C0412,Aditya Gupta,Home Office,Male,61,Telangana,Hyderabad,22/03/2025,4.4
C0413,Anjali Mishra,Home Office,Female,33,Delhi,Delhi,8/5/2024,2.9
C0414,Kavya Kumar,Corporate,Female,50,Karnataka,Bengaluru,23/06/2022,3.7
C0415,Keerthi Desai,Corporate,Female,53,Gujarat,Ahmedabad,28/09/2025,4.3
C0416,Sneha Sharma,Consumer,Female,33,Gujarat,Ahmedabad,1/10/2024,3.1
C0417,Neha Saxena,Consumer,Female,46,Gujarat,Ahmedabad,7/3/2023,0
C0418,Swathi Patel,Consumer,Female,42,Telangana,Hyderabad,28/12/2023,4.2
C0419,Shreya Gupta,Corporate,Female,59,Karnataka,Bengaluru,29/04/2024,2.9
C0420,Nandini Pillai,Small Business,Female,22,Tamil Nadu,Chennai,9/9/2025,3.9
C0421,Manish Mishra,Small Business,Male,58,Delhi,Delhi,16/09/2024,4.4
C0422,Akash Shetty,Small Business,Male,59,Maharashtra,Mumbai,1/10/2023,3.7
C0423,Deepika Desai,Consumer,Female,46,Karnataka,Bengaluru,24/02/2023,2.5
C0424,Abhishek Chowdhury,Corporate,Male,35,Gujarat,Ahmedabad,17/08/2023,2.5
C0425,Anjali Gowda,Consumer,Female,54,Tamil Nadu,Chennai,30/04/2023,3.4
C0426,Lakshmi Kapoor,Corporate,Female,62,Maharashtra,Pune,16/02/2023,4.8
C0427,Shreya Saxena,Consumer,Female,64,Maharashtra,Mumbai,24/07/2024,3.1
C0428,Pallavi Verma,Home Office,Female,60,Andhra Pradesh,Vijayawada,12/1/2025,4.1
C0429,Priya Jain,Consumer,Female,31,Karnataka,Bengaluru,10/2/2025,3.1
C0430,Pranav Saxena,Consumer,Male,23,Telangana,Hyderabad,28/11/2022,3.3
C0431,Rahul Verma,Consumer,Male,26,Karnataka,Bengaluru,2/11/2025,4.6
C0432,Isha Nair,Small Business,Female,29,Tamil Nadu,Chennai,17/10/2023,4.3
C0433,Nandini Naidu,Corporate,Female,26,Maharashtra,Pune,10/2/2022,2.7
C0434,Riya Kulkarni,Consumer,Female,29,Karnataka,Bengaluru,16/08/2024,3.6
C0435,Divya Joshi,Consumer,Female,59,Telangana,Hyderabad,15/04/2022,2.6
C0436,Vivaan Agarwal,Small Business,Male,51,Andhra Pradesh,Vijayawada,21/07/2022,0
C0437,Priya Rao,Consumer,Female,52,Karnataka,Bengaluru,26/03/2023,4.2
C0438,Swathi Iyer,Small Business,Female,61,Delhi,Delhi,13/07/2025,2.8
C0439,Pooja Choudhary,Small Business,Female,32,Andhra Pradesh,Vijayawada,28/06/2024,3.2
C0440,Ravi Joshi,Consumer,Male,28,Telangana,Hyderabad,29/07/2022,3.5
C0441,Abhishek Yadav,Consumer,Male,28,Tamil Nadu,Chennai,17/07/2023,0
C0442,Tanvi Pillai,Home Office,Female,48,Maharashtra,Pune,15/02/2025,5
C0443,Abhishek Bhat,Consumer,Male,40,Karnataka,Bengaluru,14/12/2023,2.6
C0444,Aarav Menon,Consumer,Male,27,Telangana,Hyderabad,1/11/2025,4.4
C0445,Varun Kumar,Small Business,Male,31,Andhra Pradesh,Vijayawada,10/2/2024,3.4
C0446,Pranav Shetty,Home Office,Male,40,Delhi,Delhi,12/1/2025,3.5
C0447,Neha Agarwal,Home Office,Female,36,Telangana,Hyderabad,30/03/2023,4.4
C0448,Bhavya Gowda,Small Business,Female,24,Kerala,Kochi,29/10/2023,4.8
C0449,Pranav Pillai,Consumer,Male,26,Gujarat,Ahmedabad,21/09/2023,4.9
C0450,Lakshmi Desai,Consumer,Female,42,Delhi,Delhi,22/01/2023,3.9
C0451,Swathi Kapoor,Small Business,Female,46,Andhra Pradesh,Vijayawada,5/10/2025,3.4
C0452,Vivaan Kumar,Corporate,Male,23,Tamil Nadu,Chennai,23/10/2022,4.5
C0453,Ananya Nair,Consumer,Female,61,Maharashtra,Pune,15/09/2022,3.1
C0454,Meera Pillai,Home Office,Female,62,Andhra Pradesh,Vijayawada,9/1/2025,3.9
C0455,Pranav Mehta,Consumer,Male,34,Gujarat,Ahmedabad,25/09/2022,3.4
C0456,Pallavi Gupta,Corporate,Female,31,Tamil Nadu,Chennai,23/02/2023,4.1
C0457,Lakshmi Bhat,Consumer,Female,38,Karnataka,Bengaluru,23/08/2022,3.1
C0458,Deepika Gupta,Consumer,Female,32,Telangana,Hyderabad,27/08/2025,3
C0459,Shreya Shetty,Consumer,Female,43,Kerala,Kochi,12/9/2024,4.8
C0460,Bhavya Joshi,Consumer,Female,32,Delhi,Delhi,12/10/2025,2.8
C0461,Pooja Pillai,Consumer,Female,33,Delhi,Delhi,21/05/2025,3.8
C0462,Nandini Verma,Corporate,Female,45,Telangana,Hyderabad,28/07/2023,3.1
C0463,Aisha Verma,Small Business,Female,65,Kerala,Kochi,18/02/2022,2.6
C0464,Suresh Patel,Corporate,Male,39,Telangana,Hyderabad,24/02/2025,2.6
C0465,Varun Joshi,Home Office,Male,56,Karnataka,Bengaluru,11/8/2022,2.9
C0466,Vikram Shetty,Consumer,Male,65,Gujarat,Ahmedabad,9/7/2024,4.7
C0467,Anjali Gowda,Consumer,Female,28,Tamil Nadu,Chennai,26/07/2025,3.2
C0468,Akash Iyer,Small Business,Male,49,Andhra Pradesh,Vijayawada,2/12/2025,4.9
C0469,Harish Shetty,Consumer,Male,52,Delhi,Delhi,10/8/2025,4
C0470,Lakshmi Verma,Home Office,Female,64,Karnataka,Bengaluru,4/10/2022,3.6
C0471,Pallavi Gowda,Consumer,Female,38,Tamil Nadu,Chennai,4/2/2025,4
C0472,Deepika Chowdhury,Home Office,Female,26,Karnataka,Bengaluru,24/02/2023,3.8
C0473,Ananya Patel,Consumer,Female,38,Kerala,Kochi,3/9/2023,4.4
C0474,Varun Mehta,Home Office,Male,39,Delhi,Delhi,23/12/2025,3.2
C0475,Suresh Gupta,Corporate,Male,42,Andhra Pradesh,Vijayawada,10/1/2023,3.4
C0476,Akash Mehta,Home Office,Male,57,Telangana,Hyderabad,14/03/2022,4.7
C0477,Aarav Pillai,Consumer,Male,52,Telangana,Hyderabad,19/11/2024,4.9
C0478,Anjali Singh,Corporate,Female,61,Tamil Nadu,Chennai,26/04/2025,4.7
C0479,Abhishek Reddy,Home Office,Male,23,Andhra Pradesh,Vijayawada,19/10/2025,3.5
C0480,Arjun Bhat,Corporate,Male,48,Gujarat,Ahmedabad,14/07/2022,4.5
C0481,Ananya Pillai,Corporate,Female,30,Maharashtra,Pune,25/03/2025,3.7
C0482,Sanjay Desai,Corporate,Male,55,Kerala,Kochi,10/4/2025,3.7
C0483,Swathi Patel,Consumer,Female,49,Tamil Nadu,Chennai,26/04/2024,3
C0484,Aarav Naidu,Corporate,Male,35,Maharashtra,Mumbai,30/11/2024,4
C0485,Ananya Agarwal,Corporate,Female,53,Karnataka,Bengaluru,22/12/2024,3
C0486,Lakshmi Kapoor,Home Office,Female,27,Kerala,Kochi,23/01/2022,3.3
C0487,Sneha Rao,Consumer,Female,32,Karnataka,Bengaluru,26/12/2022,4.6
C0488,Arjun Verma,Consumer,Male,50,Gujarat,Ahmedabad,3/1/2025,3
C0489,Lakshmi Patel,Home Office,Female,41,Andhra Pradesh,Vijayawada,14/07/2023,2.7
C0490,Rohan Das,Home Office,Male,51,Delhi,Delhi,3/11/2023,2.7
C0491,Swathi Kumar,Consumer,Female,44,Kerala,Kochi,15/02/2025,4.9
C0492,Sahana Desai,Corporate,Female,40,Maharashtra,Pune,4/11/2025,3.8
C0493,Arjun Singh,Consumer,Male,57,Gujarat,Ahmedabad,10/11/2023,3.5
C0494,Manish Choudhary,Consumer,Male,24,Delhi,Delhi,6/8/2025,4.5
C0495,Sahana Mehta,Consumer,Female,48,Telangana,Hyderabad,16/03/2023,4.6
C0496,Rahul Nair,Consumer,Male,64,Maharashtra,Mumbai,21/07/2024,3.3
C0497,Vikram Bhat,Corporate,Male,40,Tamil Nadu,Chennai,7/1/2022,4.2
C0498,Neha Chowdhury,Consumer,Female,44,Telangana,Hyderabad,4/5/2025,4.4
C0499,Tanvi Choudhary,Home Office,Female,52,Gujarat,Ahmedabad,25/02/2023,4.1
C0500,Riya Nair,Home Office,Female,61,Telangana,Hyderabad,12/4/2024,2.9
